"event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline","lake","year","lake_year"
23,919,920,923,5,2019-06-07,2019-06-08,2019-06-11,1.7379,2.8906,1.0038,8.6895,1.1987,2.3424,0.9936,5.9935,21.8086,22.7967,0.8979,109.0428,1.4966,0.7612,"R",2019,"R_2019"
24,940,948,986,47,2019-06-28,2019-07-06,2019-08-13,1.4619,2.6956,0.6654,68.7116,1.0837,2.2595,0.6576,50.9346,24.9984,26.4501,0.7964,1174.9238,0.2802,0.0641,"R",2019,"R_2019"
1,81,85,88,8,2008-08-01,2008-08-05,2008-08-08,0.809,1.2573,0.2471,6.4716,0.4675,0.9137,0.2458,3.7402,24.2223,24.6536,0.2877,193.7782,0.1666,0.2579,"L",2008,"L_2008"
2,115,117,119,5,2009-05-21,2009-05-23,2009-05-25,1.5079,1.9493,0.3922,7.5395,0.8541,1.2992,0.3943,4.2706,18.1312,18.615,0.6193,90.6562,0.3889,0.4086,"L",2009,"L_2009"
3,143,149,152,10,2009-06-18,2009-06-24,2009-06-27,2.7464,4.8108,1.442,27.4637,2.2715,4.3475,1.4578,22.7148,24.716,26.9836,1.7511,247.1601,0.7025,1.0093,"L",2009,"L_2009"
4,199,201,204,6,2009-08-13,2009-08-15,2009-08-18,1.3178,2.1247,0.648,7.9071,0.9625,1.7737,0.6495,5.7752,24.1241,24.9713,0.6708,144.7446,0.8105,0.5695,"L",2009,"L_2009"
5,225,233,243,19,2010-05-18,2010-05-26,2010-06-05,3.9124,6.105,1.5518,74.3351,3.2801,5.4614,1.5477,62.3221,21.3755,24.0045,2.1304,406.1346,0.5993,0.4993,"L",2010,"L_2010"
6,259,261,265,7,2010-06-21,2010-06-23,2010-06-27,0.8887,1.5027,0.3139,6.2206,0.424,1.0302,0.3165,2.9677,23.0517,23.5525,0.4353,161.3621,0.5281,0.1853,"L",2010,"L_2010"
7,271,276,289,19,2010-07-03,2010-07-08,2010-07-21,1.2376,2.6111,0.7281,23.5152,0.841,2.1952,0.7182,15.9792,24.8202,26.0817,0.6905,471.5846,0.4137,0.1526,"L",2010,"L_2010"
8,294,312,315,22,2010-07-26,2010-08-13,2010-08-16,1.5262,3.6939,1.0232,33.5775,1.1812,3.3562,1.0285,25.9869,24.8884,26.6752,0.8468,547.5447,0.1721,0.9783,"L",2010,"L_2010"
9,327,330,332,6,2010-08-28,2010-08-31,2010-09-02,2,2.8609,0.8598,12.0002,1.4814,2.3347,0.8425,8.8886,23.2762,24.074,0.7219,139.6572,0.6905,0.6638,"L",2010,"L_2010"
10,356,360,361,6,2011-06-04,2011-06-08,2011-06-09,2.621,5.0566,1.5736,15.7261,2.0652,4.5084,1.5802,12.3909,22.1839,24.8877,1.7713,133.1035,1.0918,3.1378,"L",2011,"L_2011"
11,383,393,395,13,2011-07-01,2011-07-11,2011-07-13,1.5896,2.8871,0.6885,20.6654,1.1676,2.5004,0.6853,15.179,24.9548,26.5141,0.7322,324.4127,0.2923,1.1979,"L",2011,"L_2011"
12,399,403,422,24,2011-07-17,2011-07-21,2011-08-09,1.906,3.9266,0.8704,45.7434,1.5527,3.5677,0.8671,37.2654,25.5407,27.7262,0.9396,612.9765,0.7612,0.1629,"L",2011,"L_2011"
13,428,430,434,7,2011-08-15,2011-08-17,2011-08-21,1.392,1.9832,0.4788,9.744,1.0166,1.6182,0.4875,7.1164,24.0063,24.6821,0.5784,168.0444,0.5435,0.3423,"L",2011,"L_2011"
14,440,446,447,8,2011-08-27,2011-09-02,2011-09-03,0.9733,1.9671,0.5073,7.7864,0.4539,1.4137,0.4811,3.6315,22.245,22.9,0.3354,177.9599,0.2156,0.9434,"L",2011,"L_2011"
15,486,488,490,5,2013-06-24,2013-06-26,2013-06-28,1.9888,3.0557,0.9974,9.944,1.5376,2.6074,1.003,7.6882,24.3877,25.4591,1.0878,121.9384,1.2995,0.8948,"L",2013,"L_2013"
16,496,510,514,19,2013-07-04,2013-07-18,2013-07-22,2.2294,4.6171,1.2501,42.3579,1.8376,4.25,1.2605,34.914,25.8491,28.4115,1.3418,491.1325,0.2678,0.9215,"L",2013,"L_2013"
17,544,552,556,13,2013-08-21,2013-08-29,2013-09-02,2.2408,4.0443,1.1758,29.1307,1.7687,3.5466,1.152,22.9931,23.9381,25.5248,1.0417,311.1948,0.4007,0.7635,"L",2013,"L_2013"
18,570,577,583,14,2014-05-25,2014-06-01,2014-06-07,2.5944,4.4758,1.1218,36.3218,1.9878,3.8555,1.1119,27.8296,21.0044,23.0169,1.3612,294.0619,0.5646,0.5318,"L",2014,"L_2014"
19,751,755,760,10,2015-07-23,2015-07-27,2015-08-01,1.5519,2.8664,0.8582,15.519,1.1954,2.5063,0.8555,11.954,25.267,26.5995,0.8784,252.6703,0.5319,0.4542,"L",2015,"L_2015"
20,772,775,778,7,2015-08-13,2015-08-16,2015-08-19,1.7553,2.91,0.8604,12.2868,1.396,2.5514,0.8624,9.7718,24.5234,25.6845,0.8895,171.664,0.7643,0.7655,"L",2015,"L_2015"
21,791,807,811,21,2015-09-01,2018-05-30,2018-06-03,2.9787,6.7353,2.1143,62.552,2.3534,6.1104,2.1099,49.4218,20.9225,24.8707,2.6836,439.3723,0.0061,1.344,"L",2015,"L_2015"
22,819,838,858,40,2018-06-11,2018-06-30,2018-07-20,1.8042,3.605,0.8006,72.1673,1.3623,3.1517,0.8118,54.492,24.3927,26.4201,1.6247,975.7065,0.1594,0.1832,"L",2018,"L_2018"
23,878,883,891,14,2018-08-09,2018-08-14,2018-08-22,1.775,2.9444,0.7794,24.8496,1.4139,2.6002,0.7926,19.7944,24.5621,25.8598,0.9146,343.8692,0.4867,0.6065,"L",2018,"L_2018"
24,919,921,923,5,2019-06-07,2019-06-09,2019-06-11,1.8284,2.8794,0.9751,9.1418,1.2892,2.3332,0.9649,6.4458,21.824,22.8797,0.8744,109.1201,0.8548,1.0186,"L",2019,"L_2019"
25,940,958,986,47,2019-06-28,2019-07-16,2019-08-13,1.5102,2.7335,0.6931,70.9804,1.132,2.3596,0.6848,53.2035,24.9717,26.5054,0.8373,1173.6678,0.1289,0.086,"L",2019,"L_2019"
1,39,63,67,29,2013-06-24,2013-07-18,2013-07-22,2.1903,5.1486,1.4269,63.5194,1.778,4.7814,1.443,51.5623,25.0244,28.4907,1.6548,725.707,0.1951,1.0148,"T",2013,"T_2013"
2,96,105,109,14,2013-08-20,2013-08-29,2013-09-02,2.4552,4.6475,1.2478,34.3727,1.9887,4.1499,1.2252,27.8421,23.7543,25.6758,1.1273,332.5602,0.4617,0.9417,"T",2013,"T_2013"
3,123,130,136,14,2014-05-25,2014-06-01,2014-06-07,2.9139,4.5753,1.1301,40.7949,2.3073,3.955,1.1189,32.3027,20.8716,22.6993,1.3358,292.2031,0.527,0.5024,"T",2014,"T_2014"
4,197,200,201,5,2014-08-07,2014-08-10,2014-08-11,1.331,1.9834,0.5239,6.6548,0.9936,1.6506,0.5279,4.968,24.1059,24.7003,0.4628,120.5297,0.4805,0.9486,"T",2014,"T_2014"
5,244,249,250,7,2015-05-24,2015-05-29,2015-05-30,1.2809,2.1373,0.4841,8.9663,0.6425,1.5097,0.4864,4.4978,18.3286,19.6123,0.7269,128.3003,0.2293,1.2674,"T",2015,"T_2015"
6,255,256,259,5,2015-06-04,2015-06-05,2015-06-08,0.8214,1.1073,0.2033,4.1071,0.2636,0.5434,0.1955,1.3181,19.8446,20.0625,0.1801,99.2228,0.308,0.144,"T",2015,"T_2015"
7,304,308,314,11,2015-07-23,2015-07-27,2015-08-02,1.7623,3.5725,1.0869,19.3856,1.4071,3.2124,1.0819,15.4776,25.0126,26.8533,1.127,275.1386,0.6377,0.5282,"T",2015,"T_2015"
8,325,328,331,7,2015-08-13,2015-08-16,2015-08-19,2.1333,3.2665,0.9704,14.9329,1.774,2.9079,0.9721,12.4178,24.4492,25.5887,0.9942,171.1442,0.7966,0.8472,"T",2015,"T_2015"
